40,40,40,40,7,8,9,10,11,12,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,55,56,57,58,59,60,61,50,49,48,47,88,89,44,43,42,41,40,72,72,72,72,72,72,72,72,72,72,72,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,90,89,88,76,75,74,73,39,39,39,39,39,34,33,39,39,39,39,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,56,24,25,26,27,28,28,28,28,28,28,89,90,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,95,96,97,98,40,40,101,102,103,104,105,40,40,40,40,40
41,41,41,41,7,8,9,10,11,12,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,55,56,57,58,59,60,61,50,49,48,47,88,89,90,43,42,41,40,71,71,71,71,71,71,71,71,71,71,71,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,90,89,88,76,75,74,73,38,38,38,38,35,34,33,38,38,38,38,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,55,56,57,25,26,27,28,27,27,27,27,88,89,90,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,95,96,97,98,41,41,41,102,103,104,105,41,41,41,41,41
42,42,42,42,7,8,9,10,11,12,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,55,56,57,58,59,60,61,50,49,48,47,88,89,90,43,42,41,40,70,70,70,70,70,70,70,70,70,70,70,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,89,88,76,75,74,73,37,37,37,37,35,34,33,37,37,37,37,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,56,57,25,26,27,28,26,26,26,26,26,89,90,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,95,96,97,98,99,42,101,102,103,104,105,42,42,42,42,42
43,43,43,43,7,8,9,10,11,12,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,55,56,57,58,59,60,61,50,49,48,47,46,45,44,43,42,41,40,69,69,69,69,69,69,69,69,69,69,69,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,78,77,76,75,74,73,36,36,36,36,36,36,36,36,36,36,36,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,23,24,25,26,27,28,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,95,96,97,98,99,100,101,102,103,104,105,43,43,43,43,43
44,44,44,44,7,8,9,10,11,12,13,14,70,71,17,73,74,75,76,77,78,79,80,81,49,83,51,52,53,54,55,56,57,58,59,60,61,62,63,64,47,46,45,44,43,42,68,40,68,68,68,68,68,68,68,68,68,63,68,61,60,59,58,57,56,55,54,53,85,51,83,82,81,80,79,78,77,76,75,74,73,72,71,70,35,35,35,35,35,35,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,21,22,23,24,25,26,24,28,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,94,95,96,97,98,99,100,101,102,103,104,105,44,44,44,44,44
45,45,45,45,7,8,9,10,11,12,13,14,70,71,72,73,74,75,76,77,78,79,80,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,47,46,45,44,43,67,67,67,67,67,67,67,67,67,67,67,64,63,62,61,60,59,58,57,56,55,54,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,34,34,34,34,34,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,21,22,23,24,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,92,93,94,95,96,97,98,99,100,101,102,103,104,105,45,45,45,45,45
46,46,46,46,7,8,9,10,11,12,13,14,70,71,72,73,74,75,76,77,78,79,80,48,49,83,51,52,53,54,55,56,57,58,59,60,61,50,63,48,47,46,45,44,43,42,66,40,66,66,66,66,66,66,66,66,64,63,62,61,60,59,58,57,56,55,54,86,85,84,83,82,81,80,79,78,77,76,75,74,73,33,71,33,33,33,33,33,33,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,20,21,22,23,24,25,26,22,28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,92,93,94,95,96,97,98,99,100,101,102,103,104,105,46,46,46,46,46
47,47,47,47,7,8,9,10,11,12,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,55,56,57,58,59,60,61,50,49,48,47,46,45,44,43,42,41,40,65,65,65,65,65,65,65,65,65,65,65,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,78,77,76,75,74,73,32,32,32,32,32,32,32,32,32,32,32,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,23,24,25,26,27,28,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,95,96,97,98,99,100,101,102,103,104,105,47,47,47,47,47
48,48,48,48,7,8,9,10,11,100,13,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,64,64,64,58,59,60,61,50,49,48,47,46,45,44,43,42,41,40,64,64,64,64,66,67,64,64,64,64,64,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,78,77,76,75,74,73,31,31,31,31,31,31,31,31,31,31,31,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,23,24,25,26,27,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,95,96,97,98,99,100,101,102,103,104,105,48,48,48,48,48
49,49,49,49,7,8,9,10,101,100,99,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,63,63,63,58,59,60,61,50,49,48,47,46,45,44,43,42,41,40,63,63,63,63,66,67,68,63,63,63,63,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,78,77,76,75,74,73,30,30,30,30,30,30,30,30,30,30,30,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,23,24,25,26,27,28,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,95,96,97,98,99,100,101,102,103,104,105,49,49,49,49,49
50,50,50,50,7,8,9,10,11,100,99,14,15,16,17,73,74,75,76,77,78,79,80,81,82,83,51,52,53,54,62,62,57,58,59,60,61,50,49,48,47,46,45,44,43,42,41,40,62,62,62,62,66,67,62,62,62,62,62,61,60,59,58,57,56,55,54,53,52,51,83,82,81,80,79,78,77,76,75,74,73,29,29,29,29,29,29,29,29,29,29,29,39,38,37,36,35,34,33,32,31,30,29,18,19,20,21,22,23,24,25,26,27,28,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,95,96,97,98,99,100,101,102,103,104,105,50,50,50,50,50
51,51,51,51,105,104,103,102,101,100,99,98,97,96,95,18,18,18,18,18,78,79,18,18,18,18,61,61,61,61,61,61,61,61,61,61,61,28,28,28,28,46,45,28,28,28,28,28,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,56,55,25,26,27,28,28,28,28,28,79,78,77,28,28,28,28,62,63,64,65,28,28,28,69,70,71,72,73,73,73,73,73,34,33,73,73,73,73,94,93,92,91,22,23,24,87,86,85,84,18,18,18,18,18,17,18,18,18,18,18,72,71,70,69,68,17,17,65,64,63,62,17,16,15,14,99,100,11,10,9,8,7,51,51,51,51,51
52,52,52,52,105,104,103,102,101,100,99,98,97,96,95,19,19,19,19,77,78,79,19,19,19,19,60,60,60,60,60,60,60,60,60,60,60,27,27,27,27,46,45,44,27,27,27,27,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,57,56,55,25,26,27,28,27,27,27,27,79,78,77,27,27,27,27,62,63,64,65,27,27,27,69,70,71,72,74,74,74,74,35,34,33,74,74,74,74,94,93,92,91,22,23,24,87,86,85,84,19,19,19,19,16,16,16,19,19,19,19,72,71,70,69,16,16,16,65,64,63,62,17,16,15,14,99,100,101,10,9,8,7,52,52,52,52,52
53,53,53,53,105,104,103,102,101,100,99,98,97,96,95,20,20,20,20,20,78,79,20,20,20,20,59,59,59,59,59,59,59,59,59,59,59,26,26,26,26,46,45,44,26,26,26,26,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,56,55,25,26,27,28,26,26,26,26,26,78,77,26,26,26,26,62,63,64,65,66,26,26,69,70,71,72,75,75,75,75,75,34,33,75,75,75,75,94,93,92,91,22,23,88,87,86,85,84,20,20,20,20,20,15,20,20,20,20,20,72,71,70,69,15,15,15,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,53,53,53,53,53
54,54,54,54,105,104,103,102,101,100,99,98,97,96,95,21,21,21,21,21,21,21,21,21,21,21,58,58,58,58,58,58,58,58,58,58,58,25,25,25,25,25,25,25,25,25,25,25,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,23,24,25,26,27,28,25,25,25,25,25,25,25,25,25,25,25,62,63,64,65,66,67,68,69,70,71,72,76,76,76,76,76,76,76,76,76,76,76,94,93,92,91,90,89,88,87,86,85,84,21,21,21,21,21,21,21,21,21,21,21,72,71,70,69,68,67,66,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,54,54,54,54,54
55,55,55,55,105,104,103,102,101,100,99,98,97,96,95,22,93,22,22,22,22,22,22,57,57,57,57,57,57,57,57,57,57,57,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,65,66,67,68,69,70,16,17,18,19,20,21,22,23,24,25,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,65,66,67,68,69,70,77,72,77,77,77,77,77,77,77,77,77,77,77,94,77,92,91,90,89,88,87,86,85,84,83,82,81,22,22,22,22,22,22,74,22,72,71,70,69,68,67,66,65,64,19,18,17,16,15,14,13,12,11,10,9,8,7,55,55,55,55,55
56,56,56,56,105,104,103,102,101,100,99,98,97,96,95,94,93,92,23,23,23,23,23,56,56,56,56,56,56,56,56,56,56,56,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,65,66,67,68,69,15,16,17,18,19,20,21,22,23,24,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,65,66,67,68,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,91,90,89,88,87,86,85,84,83,82,81,23,23,23,23,23,75,74,73,72,71,70,69,68,67,66,65,20,19,18,17,16,15,14,13,12,11,10,9,8,7,56,56,56,56,56
57,57,57,57,105,104,103,102,101,100,99,98,97,96,95,24,93,24,24,24,24,24,24,24,55,55,55,55,55,55,55,55,55,55,22,22,55,22,22,22,22,22,22,22,22,22,22,22,62,22,64,65,66,67,68,69,15,16,17,18,19,20,21,22,23,24,25,22,22,22,22,22,22,22,22,22,22,22,22,22,22,62,22,64,65,66,67,68,69,79,79,79,79,79,79,79,79,79,79,79,79,79,79,94,79,92,91,90,89,88,87,86,85,84,83,82,24,24,24,24,24,24,75,74,73,72,71,70,69,68,67,66,65,20,19,18,17,16,15,14,13,12,11,10,9,8,7,57,57,57,57,57
58,58,58,58,105,104,103,102,101,100,99,98,97,96,95,25,25,25,25,25,25,25,25,25,25,25,54,54,54,54,54,54,54,54,54,54,54,21,21,21,21,21,21,21,21,21,21,21,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,23,24,25,26,27,28,21,21,21,21,21,21,21,21,21,21,21,62,63,64,65,66,67,68,69,70,71,72,80,80,80,80,80,80,80,80,80,80,80,94,93,92,91,90,89,88,87,86,85,84,25,25,25,25,25,25,25,25,25,25,25,72,71,70,69,68,67,66,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,58,58,58,58,58
59,59,59,59,105,104,103,102,101,100,99,98,97,96,95,26,26,26,26,26,26,26,26,26,26,26,53,53,53,53,53,53,53,53,53,53,53,20,20,20,20,20,20,20,20,20,20,20,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,23,24,25,26,27,28,20,20,20,20,46,45,20,20,20,20,20,62,63,64,65,42,42,68,69,70,71,72,81,81,81,81,81,81,81,81,81,81,81,94,93,92,91,33,34,88,87,86,85,84,26,26,26,26,59,59,26,26,26,26,26,72,71,70,69,37,37,66,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,59,59,59,59,59
60,60,60,60,105,104,103,102,101,100,99,98,97,96,95,27,27,27,27,27,27,27,27,27,27,27,52,52,52,52,52,52,52,52,52,52,52,19,19,19,19,19,19,19,19,19,19,19,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,23,24,25,26,27,28,19,19,19,19,46,45,44,19,19,19,19,62,63,64,65,41,41,41,69,70,71,72,82,82,82,82,82,82,82,82,82,82,82,94,93,92,91,33,34,35,87,86,85,84,27,27,27,27,60,60,60,27,27,27,27,72,71,70,69,38,38,38,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,60,60,60,60,60
61,61,61,61,105,104,103,102,101,100,99,98,97,96,95,28,28,28,28,28,28,28,28,28,28,28,51,51,51,51,51,51,51,51,51,51,51,18,18,18,18,18,18,18,18,18,18,18,62,63,64,65,66,67,68,69,70,71,72,18,19,20,21,22,23,24,25,26,27,28,18,18,18,18,46,45,44,18,18,18,18,62,63,64,65,40,40,68,69,70,71,72,83,83,83,83,83,83,83,83,83,83,83,94,93,92,91,33,34,35,87,86,85,84,28,28,28,28,61,61,61,28,28,28,28,72,71,70,69,39,39,66,65,64,63,62,17,16,15,14,13,12,11,10,9,8,7,61,61,61,61,61
62,62,62,62,83,83,83,83,83,100,99,83,83,83,83,50,49,48,47,29,29,44,43,42,41,40,40,40,40,40,50,50,40,40,40,40,40,73,74,75,76,17,17,17,80,81,82,83,72,71,70,69,68,67,68,65,64,63,62,84,85,86,87,88,23,24,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,39,39,39,39,39,39,39,39,39,39,39,51,51,51,51,84,84,84,51,51,51,51,29,30,31,32,33,34,35,36,37,38,39,62,62,62,62,62,62,62,62,62,62,62,40,40,40,40,40,40,40,40,40,40,40,83,83,83,83,13,12,83,83,83,83,83,62,62,62,62,62
63,63,63,63,82,82,82,82,101,100,99,82,82,82,82,50,49,48,47,30,30,30,43,42,41,40,41,41,41,41,49,49,49,41,41,41,41,73,74,75,76,16,16,16,80,81,82,83,72,71,70,69,66,67,68,65,64,63,62,84,85,86,87,22,23,24,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,38,38,38,38,38,38,38,38,38,38,38,52,52,52,52,85,85,85,52,52,52,52,29,30,31,32,33,34,35,36,37,38,39,63,63,63,63,63,63,63,63,63,63,63,41,41,41,41,41,41,41,41,41,41,41,82,82,82,82,13,12,11,82,82,82,82,63,63,63,63,63
64,64,64,64,81,81,81,81,81,100,99,81,81,81,81,50,49,48,47,31,31,31,43,42,41,40,42,42,42,42,48,48,48,42,42,42,42,73,74,75,76,77,15,15,80,81,82,83,72,71,70,69,68,67,68,65,64,63,62,84,85,86,87,88,23,24,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,37,37,37,37,37,37,37,37,37,37,37,53,53,53,53,53,86,86,53,53,53,53,29,30,31,32,33,34,35,36,37,38,39,64,64,64,64,64,64,64,64,64,64,64,42,42,42,42,42,42,42,42,42,42,42,81,81,81,81,81,12,81,81,81,81,81,64,64,64,64,64
65,65,65,65,80,80,80,80,80,80,80,80,80,80,80,50,49,48,47,46,45,44,43,42,41,40,43,43,43,43,43,43,43,43,43,43,43,73,74,75,76,77,78,79,80,81,82,83,72,71,70,69,68,67,66,65,64,63,62,84,85,86,87,88,89,90,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,36,36,36,36,36,36,36,36,36,36,36,54,54,54,54,54,54,54,54,54,54,54,29,30,31,32,33,34,35,36,37,38,39,65,65,65,65,65,65,65,65,65,65,65,43,43,43,43,43,43,43,43,43,43,43,80,80,80,80,80,80,80,80,80,80,80,65,65,65,65,65
66,66,66,66,79,79,79,79,79,79,79,79,79,79,79,79,79,79,47,46,45,44,43,42,44,40,44,44,44,44,44,44,44,44,44,44,44,44,44,44,76,77,78,79,80,75,74,83,72,71,70,69,68,67,66,65,64,63,62,61,60,59,87,88,89,90,91,92,52,51,50,49,48,47,46,45,44,43,42,35,35,35,35,35,35,35,35,35,35,35,55,35,55,55,55,55,55,55,55,55,55,55,55,29,55,55,32,33,34,35,36,37,38,39,66,41,66,66,66,66,66,66,66,44,66,44,44,44,44,44,44,44,44,44,44,44,44,44,79,79,79,79,79,79,79,79,79,66,66,66,66,66
67,67,67,67,78,78,78,78,78,78,78,78,78,78,78,78,78,78,47,46,45,44,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,76,77,78,79,80,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,87,88,89,90,91,53,52,51,50,49,48,47,46,45,44,43,34,34,34,34,34,34,34,34,34,34,34,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,32,33,34,35,36,37,38,39,40,41,42,67,67,67,67,67,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,78,78,78,78,78,78,78,78,67,67,67,67,67
68,68,68,68,77,77,77,77,77,77,77,77,77,77,77,77,77,48,47,46,45,44,43,46,46,40,46,46,46,46,46,46,46,46,46,46,46,73,46,46,76,77,78,79,80,75,74,73,72,71,70,69,68,67,66,65,64,63,62,84,60,86,87,88,89,90,91,53,52,51,50,49,48,47,46,45,44,43,33,33,33,33,33,33,33,33,33,33,33,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,32,33,34,35,36,37,38,39,68,41,68,68,68,68,68,68,46,46,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,77,77,77,77,77,77,77,77,68,68,68,68,68
69,69,69,69,76,76,76,76,76,76,76,76,76,76,76,50,49,48,47,46,45,44,43,42,41,40,47,47,47,47,47,47,47,47,47,47,47,73,74,75,76,77,78,79,80,81,82,83,72,71,70,69,68,67,66,65,64,63,62,84,85,86,87,88,89,90,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,32,32,32,32,32,32,32,32,32,32,32,58,58,58,58,58,58,58,58,58,58,58,29,30,31,32,33,34,35,36,37,38,39,69,69,69,69,69,69,69,69,69,69,69,47,47,47,47,47,47,47,47,47,47,47,76,76,76,76,76,76,76,76,76,76,76,69,69,69,69,69
70,70,70,70,75,75,75,75,75,75,75,75,75,75,75,50,49,48,47,59,59,44,43,42,41,40,48,48,48,48,81,81,48,48,48,48,48,73,74,75,76,48,48,79,80,81,82,83,72,71,70,69,68,67,66,65,64,63,62,84,85,86,87,88,89,90,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,31,31,31,31,31,31,31,31,31,31,31,59,59,59,59,22,23,59,59,59,59,59,29,30,31,32,97,97,35,36,37,38,39,70,70,70,70,86,86,70,70,70,70,70,48,48,48,48,48,48,48,48,48,48,48,75,75,75,75,75,75,75,75,75,75,75,70,70,70,70,70
71,71,71,71,74,74,74,74,74,74,74,74,74,74,74,50,49,48,47,60,60,60,43,42,41,40,49,49,49,49,82,82,82,49,49,49,49,73,74,75,76,49,49,49,80,81,82,83,72,71,70,69,68,67,66,65,64,63,62,84,85,86,87,88,89,90,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,30,30,30,30,30,30,30,30,30,30,30,60,60,60,60,22,23,24,60,60,60,60,29,30,31,32,96,96,96,36,37,38,39,71,71,71,71,85,85,85,71,71,71,71,49,49,49,49,49,49,49,49,49,49,49,74,74,74,74,74,74,74,74,74,74,74,71,71,71,71,71
72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,50,49,48,47,61,61,61,43,42,41,40,50,50,50,50,50,83,50,50,50,50,50,73,74,75,76,50,50,50,80,81,82,83,72,71,70,69,68,67,66,65,64,63,62,84,85,86,87,88,89,90,91,92,93,94,50,49,48,47,46,45,44,43,42,41,40,29,29,29,29,29,29,29,29,29,29,29,61,61,61,61,22,23,24,61,61,61,61,29,30,31,32,95,95,95,36,37,38,39,72,72,72,72,84,84,72,72,72,72,72,50,50,50,50,50,50,50,50,50,50,50,73,73,73,73,73,73,73,73,73,73,73,72,72,72,72,72
73,73,73,73,7,8,9,10,11,72,72,14,15,16,17,62,62,62,62,62,62,62,62,62,62,62,84,84,84,84,84,84,84,84,84,84,84,51,51,51,51,51,51,51,51,51,51,51,62,62,62,62,62,67,66,62,62,62,62,18,19,20,21,88,89,24,25,26,27,28,62,63,64,65,66,45,68,69,70,71,72,83,83,83,83,28,28,28,83,83,83,83,18,19,20,21,22,23,24,25,26,27,28,94,94,94,94,94,94,94,94,94,94,94,83,83,83,83,83,83,83,83,83,83,83,83,82,81,80,79,51,77,76,75,74,73,40,40,40,40,72,72,40,40,40,40,40,73,73,73,73,73
74,74,74,74,7,8,9,10,71,71,71,14,15,16,17,63,63,63,63,63,63,63,63,63,63,63,85,85,85,85,85,85,85,85,85,85,85,52,52,52,52,52,52,52,52,52,52,52,63,63,63,63,68,67,66,63,63,63,63,18,19,20,21,88,89,90,25,26,27,28,62,63,64,65,46,45,44,69,70,71,72,82,82,82,82,27,27,27,82,82,82,82,18,19,20,21,22,23,24,25,26,27,28,93,93,93,93,93,93,93,93,93,93,93,82,82,82,82,82,82,82,82,82,82,82,83,82,81,80,52,52,52,76,75,74,73,41,41,41,41,71,71,71,41,41,41,41,74,74,74,74,74
75,75,75,75,7,8,9,10,11,70,70,14,15,16,17,64,64,64,64,64,64,64,64,64,64,64,86,86,86,86,86,86,86,86,86,86,86,53,53,53,53,53,53,53,53,53,53,53,64,64,64,64,68,67,66,64,64,64,64,18,19,20,21,88,89,90,25,26,27,28,62,63,64,65,66,45,68,69,70,71,72,81,81,81,81,81,26,26,81,81,81,81,18,19,20,21,22,23,24,25,26,27,28,92,92,92,92,92,92,92,92,92,92,92,81,81,81,81,81,81,81,81,81,81,81,83,82,81,80,79,53,77,76,75,74,73,42,42,42,42,42,70,42,42,42,42,42,75,75,75,75,75
76,76,76,76,7,8,9,10,11,12,13,14,15,16,17,65,65,65,65,65,65,65,65,65,65,65,87,87,87,87,87,87,87,87,87,87,87,54,54,54,54,54,54,54,54,54,54,54,65,65,65,65,65,65,65,65,65,65,65,18,19,20,21,22,23,24,25,26,27,28,62,63,64,65,66,67,68,69,70,71,72,80,80,80,80,80,80,80,80,80,80,80,18,19,20,21,22,23,24,25,26,27,28,91,91,91,91,91,91,91,91,91,91,91,80,80,80,80,80,80,80,80,80,80,80,83,82,81,80,79,78,77,76,75,74,73,43,43,43,43,43,43,43,43,43,43,43,76,76,76,76,76
77,77,77,77,7,8,9,10,11,12,13,14,15,66,17,66,66,66,66,66,66,66,66,66,66,66,66,66,66,88,88,88,88,88,55,55,55,55,55,55,55,55,55,55,55,55,66,55,66,66,66,66,66,66,66,66,15,16,66,18,19,20,21,22,23,24,25,26,27,28,29,30,31,65,66,67,68,69,70,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,21,22,23,24,25,26,90,28,90,90,90,90,90,90,90,90,90,79,79,79,79,79,79,79,79,79,79,79,79,79,83,79,79,80,79,78,77,76,75,74,73,72,71,70,44,44,44,44,44,44,44,44,77,77,77,77,77
78,78,78,78,7,8,9,10,11,12,13,14,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,89,89,89,89,89,56,56,56,56,56,56,56,56,56,56,56,67,67,67,67,67,67,67,67,67,67,67,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,65,66,67,68,69,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,21,22,23,24,25,89,89,89,89,89,89,89,89,89,89,89,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,80,79,78,77,76,75,74,73,72,71,70,45,45,45,45,45,45,45,45,78,78,78,78,78
79,79,79,79,7,8,9,10,11,12,13,14,15,68,17,68,68,68,68,68,68,68,68,68,68,68,68,68,90,90,90,90,90,90,57,57,90,57,57,57,57,57,57,57,57,68,68,57,68,68,68,68,68,68,68,68,15,16,17,18,19,20,21,22,23,24,25,26,27,28,62,30,64,65,66,67,68,69,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,20,21,22,23,24,25,88,88,88,88,88,88,88,88,88,88,88,77,77,77,77,77,77,77,77,77,77,77,77,77,77,83,77,81,80,79,78,77,76,75,74,73,72,71,46,46,46,46,46,46,46,46,46,79,79,79,79,79
80,80,80,80,7,8,9,10,11,12,13,14,15,16,17,69,69,69,69,69,69,69,69,69,69,69,91,91,91,91,91,91,91,91,91,91,91,58,58,58,58,58,58,58,58,58,58,58,69,69,69,69,69,69,69,69,69,69,69,18,19,20,21,22,23,24,25,26,27,28,62,63,64,65,66,67,68,69,70,71,72,76,76,76,76,76,76,76,76,76,76,76,18,19,20,21,22,23,24,25,26,27,28,87,87,87,87,87,87,87,87,87,87,87,76,76,76,76,76,76,76,76,76,76,76,83,82,81,80,79,78,77,76,75,74,73,47,47,47,47,47,47,47,47,47,47,47,80,80,80,80,80
81,81,81,81,7,8,9,10,11,31,31,14,15,16,17,70,70,70,70,37,37,37,70,70,70,70,92,92,92,92,42,42,92,92,92,92,92,59,59,59,59,59,59,59,59,59,59,59,70,70,70,70,70,70,70,70,70,70,70,18,19,20,21,59,59,24,25,26,27,28,62,63,64,65,66,67,68,69,70,71,72,75,75,75,75,75,75,75,75,75,75,75,18,19,20,21,44,45,46,25,26,27,28,86,86,86,86,86,42,42,86,86,86,86,75,75,75,75,75,75,75,75,75,75,75,83,82,81,80,24,23,77,76,75,74,73,48,48,48,48,81,81,48,48,48,48,48,81,81,81,81,81
82,82,82,82,7,8,9,10,30,30,30,14,15,16,17,71,71,71,71,38,38,38,71,71,71,71,93,93,93,93,41,41,41,93,93,93,93,60,60,60,60,60,60,60,60,60,60,60,71,71,71,71,71,71,71,71,71,71,71,18,19,20,21,60,60,60,25,26,27,28,62,63,64,65,66,67,68,69,70,71,72,74,74,74,74,74,74,74,74,74,74,74,18,19,20,21,44,45,46,25,26,27,28,85,85,85,85,41,41,41,85,85,85,85,74,74,74,74,74,74,74,74,74,74,74,83,82,81,80,24,23,22,76,75,74,73,49,49,49,49,82,82,82,49,49,49,49,82,82,82,82,82
83,83,83,83,7,8,9,10,29,29,29,14,15,16,17,72,72,72,72,39,39,72,72,72,72,72,94,94,94,94,94,40,94,94,94,94,94,61,61,61,61,61,61,61,61,61,61,61,72,72,72,72,72,72,72,72,72,72,72,18,19,20,21,61,61,61,25,26,27,28,62,63,64,65,66,67,68,69,70,71,72,73,73,73,73,73,73,73,73,73,73,73,18,19,20,21,22,45,46,25,26,27,28,84,84,84,84,40,40,40,84,84,84,84,73,73,73,73,73,73,73,73,73,73,73,83,82,81,80,79,23,77,76,75,74,73,50,50,50,50,83,83,50,50,50,50,50,83,83,83,83,83
84,84,84,84,28,28,28,28,28,28,28,28,28,28,28,40,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,50,50,50,50,62,62,62,50,50,50,50,39,38,37,36,35,73,73,32,31,30,29,62,62,62,62,62,62,62,62,62,62,62,83,83,83,83,66,67,68,83,83,83,83,51,52,53,54,55,72,72,58,59,60,61,40,41,42,43,44,45,46,47,48,49,50,39,39,39,39,39,39,39,39,39,39,39,51,51,51,51,51,72,51,51,51,51,51,28,27,26,25,24,23,22,21,20,19,18,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
85,85,85,85,27,27,27,27,27,27,27,27,27,27,27,41,41,41,41,41,41,41,41,41,41,41,38,38,38,38,38,38,38,38,38,38,38,49,49,49,49,63,63,63,49,49,49,49,39,38,37,36,74,74,74,32,31,30,29,63,63,63,63,63,63,63,63,63,63,63,82,82,82,82,66,67,68,82,82,82,82,51,52,53,54,71,71,71,58,59,60,61,40,41,42,43,44,45,46,47,48,49,50,38,38,38,38,38,38,38,38,38,38,38,52,52,52,52,71,71,71,52,52,52,52,28,27,26,25,24,23,22,21,20,19,18,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
